Year,ParasNo,Paragraphs,Clean_Text,scores,Sentiment Score,Sentiment
2014_eng.txt,57,PM: “You get free consultancy.”,pm   you get free consultancy,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,Positive
2014_eng.txt,58,"Mr Abu Bakar: “They have 30 over people to consult with. So, it was quite, very timely, seriously, very timely because that is where you ask the lecturer the real life difficulty that you have and I really appreciate that.”",mr abu bakar   they have over people to consult with  so  it was quite  very timely  seriously  very timely because that is where you ask the lecturer the real life difficulty that you have and i really appreciate that,"{'neg': 0.109, 'neu': 0.821, 'pos': 0.07, 'compound': -0.1653}",-0.1653,Negative
2014_eng.txt,59,"I would like to make two points on Bakar. First, he did not have a degree, he had a Poly Diploma. The eMBA needed a degree to start. So, Keppel, Mr Choo Chiau Beng, wrote a letter to SMU vouching for Bakar’s experience and capabilities and SMU accepted that and took him in and he did well on the course. So, the employer support is very important. Secondly, Bakar is a good National Serviceman (NS) man. I first met him when he was commissioned in the old Singapore Armed Forces Training Institute (SAFTI) parade square 25 years ago on his commissioning parade and I was very happy to discover on the day I interviewed him, that was the day he was being promoted to full Colonel (NS), commanding an infantry brigade.",i would like to make two points on bakar  first  he did not have a degree  he had a poly diploma  the emba needed a degree to start  so  keppel  mr choo chiau beng  wrote a letter to smu vouching for bakar s experience and capabilities and smu accepted that and took him in and he did well on the course  so  the employer support is very important  secondly  bakar is a good national serviceman  ns  man  i first met him when he was commissioned in the old singapore armed forces training institute  safti  parade square years ago on his commissioning parade and i was very happy to discover on the day i interviewed him  that was the day he was being promoted to full colonel  ns   commanding an infantry brigade,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.961}",0.961,Positive
2014_eng.txt,60,"So, Keppelites like Dorothy and Abu Bakar can advance because Keppel O&M values every worker and the tone is set from the top over many years by leaders like Mr Choo Chiau Beng and sustained by the current Keppel leadership. So, well done, Keppel! Keppel illustrates that you can progress by acquiring deep skills and knowledge throughout your career and there are different ways to deepen your skills and knowledge, by learning on the job or by going for higher qualifications as you work, and progressively, or both. And you should look for the best ways to learn, learn what is relevant, apply that. Do not go on a paper chase for qualifications or degrees, especially if they are not relevant because pathways and opportunities to upgrade and to get better qualifications will remain open throughout your career. It is never the last chance. You always have the possibility to advance, to improve yourself, to take another step as long as you are working, as long as your mind remains fresh and active and you dare to go.",so  keppelites like dorothy and abu bakar can advance because keppel o m values every worker and the tone is set from the top over many years by leaders like mr choo chiau beng and sustained by the current keppel leadership  so  well done  keppel  keppel illustrates that you can progress by acquiring deep skills and knowledge throughout your career and there are different ways to deepen your skills and knowledge  by learning on the job or by going for higher qualifications as you work  and progressively  or both  and you should look for the best ways to learn  learn what is relevant  apply that  do not go on a paper chase for qualifications or degrees  especially if they are not relevant because pathways and opportunities to upgrade and to get better qualifications will remain open throughout your career  it is never the last chance  you always have the possibility to advance  to improve yourself  to take another step as long as you are working  as long as your mind remains fresh and active and you dare to go,"{'neg': 0.009, 'neu': 0.823, 'pos': 0.168, 'compound': 0.9825}",0.9825,Positive
2014_eng.txt,61,"At the same time, employers must value your staff and develop them to take on higher responsibilities and with the right support at work, you can advance in your careers, whether or not you are a graduate. And this is the culture shift which we need and that is why I set up the ASPIRE (Applied Study in Polytechnics and ITE Review) Committee chaired by Indranee Rajah to study how to create and widen and strengthen this work-and-study path. So, Indranee’s committee will announce its recommendations shortly, but just very broadly, we need to help students make better education and career decisions, so they know the full range of choices before they decide. We should help poly and ITE graduates get into jobs for which they were trained and have the right skills because very often, they do courses, they come up well-qualified in engineering or in building management or in design or in childcare and then, they go and do something completely which is not related.",at the same time  employers must value your staff and develop them to take on higher responsibilities and with the right support at work  you can advance in your careers  whether or not you are a graduate  and this is the culture shift which we need and that is why i set up the aspire  applied study in polytechnics and ite review  committee chaired by indranee rajah to study how to create and widen and strengthen this work and study path  so  indranee s committee will announce its recommendations shortly  but just very broadly  we need to help students make better education and career decisions  so they know the full range of choices before they decide  we should help poly and ite graduates get into jobs for which they were trained and have the right skills because very often  they do courses  they come up well qualified in engineering or in building management or in design or in childcare and then  they go and do something completely which is not related,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.9542}",0.9542,Positive
2014_eng.txt,62,"We have to help individuals to progress and upgrade after they have graduated and started work in their careers to develop the structured career paths for them and then to implement this work and study path on a national scale. It is not easy. It involves multiple stakeholders, many government agencies -- education, manpower, trade and industry. It involves employers, companies who have to develop and value every worker and create the corporate values, the cultures, the training systems within the companies. Not easy for big companies, even harder for SMEs. We need the unions in this because you have to be fully behind the effort, championing lifelong learning like what you are doing in the Devan Nair Institute.",we have to help individuals to progress and upgrade after they have graduated and started work in their careers to develop the structured career paths for them and then to implement this work and study path on a national scale  it is not easy  it involves multiple stakeholders  many government agencies    education  manpower  trade and industry  it involves employers  companies who have to develop and value every worker and create the corporate values  the cultures  the training systems within the companies  not easy for big companies  even harder for smes  we need the unions in this because you have to be fully behind the effort  championing lifelong learning like what you are doing in the devan nair institute,"{'neg': 0.037, 'neu': 0.826, 'pos': 0.138, 'compound': 0.904}",0.904,Positive
2014_eng.txt,63,"So, within the Government, the natural agency to take the lead in doing this is an expanded WDA, Workforce Development Agency. But the WDA will need strong support from other agencies, employers and unions. So, to bring all the pieces together, I have asked DPM Tharman to lead a tripartite committee which will involve the Government, employers and unions, to drive this and to develop an integrated system of education, training and progression for all Singaporeans and promote industry support and social recognition for individuals to advance based on their skills.",so  within the government  the natural agency to take the lead in doing this is an expanded wda  workforce development agency  but the wda will need strong support from other agencies  employers and unions  so  to bring all the pieces together  i have asked dpm tharman to lead a tripartite committee which will involve the government  employers and unions  to drive this and to develop an integrated system of education  training and progression for all singaporeans and promote industry support and social recognition for individuals to advance based on their skills,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.9493}",0.9493,Positive
2014_eng.txt,64,"The Government, as a public service, as an employer, we will do our part. The Civil Service does offer fulfilling careers to non-graduates. For example, in the People’s Association, there is a single scheme of service, whether you are a graduate whether you are a diploma holder, you join the same scheme of service, you join at different points, but after that, your advance is based on merit and there have been many non-graduates who have progressed to senior manager positions based on their ability to do the job well.",the government  as a public service  as an employer  we will do our part  the civil service does offer fulfilling careers to non graduates  for example  in the people s association  there is a single scheme of service  whether you are a graduate whether you are a diploma holder  you join the same scheme of service  you join at different points  but after that  your advance is based on merit and there have been many non graduates who have progressed to senior manager positions based on their ability to do the job well,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.8885}",0.8885,Positive
2014_eng.txt,65,"Another area where we have many opportunities for developing these careers are in nursing. Many of our senior nurses started off without a degree, worked their way up, some of them have earned degrees along the way, but as a nurse, we assess you on your knowledge, on your ability, on your commitment and not so much on where you started. We have recently enhanced the pay and careers for the nursing profession and I hope that this will help the nurses to upgrade and progress.",another area where we have many opportunities for developing these careers are in nursing  many of our senior nurses started off without a degree  worked their way up  some of them have earned degrees along the way  but as a nurse  we assess you on your knowledge  on your ability  on your commitment and not so much on where you started  we have recently enhanced the pay and careers for the nursing profession and i hope that this will help the nurses to upgrade and progress,"{'neg': 0.017, 'neu': 0.785, 'pos': 0.199, 'compound': 0.9562}",0.9562,Positive
2014_eng.txt,66,"The SAF, too, recognises leadership abilities, not just academic qualifications, and there are many paths upward for non-graduates and military experts and as COL (NS) Bakar’s example shows, you do not need a degree to be a good commander. So the public service can and will do more. We will put more weight on job performance and relevant skills, rather than starting qualifications. We will merge more graduate and non-graduate schemes to give everyone the same opportunities on the same career track and we will promote non-graduates more quickly to what used to be considered graduate level jobs, once they prove that they can do it.",the saf  too  recognises leadership abilities  not just academic qualifications  and there are many paths upward for non graduates and military experts and as col  ns  bakar s example shows  you do not need a degree to be a good commander  so the public service can and will do more  we will put more weight on job performance and relevant skills  rather than starting qualifications  we will merge more graduate and non graduate schemes to give everyone the same opportunities on the same career track and we will promote non graduates more quickly to what used to be considered graduate level jobs  once they prove that they can do it,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.8442}",0.8442,Positive
2014_eng.txt,67,"But to succeed nationally, we need two strategic factors which will help everyone to achieve their potential. One, you must have economic growth to create opportunities for our workers to rise. Keppel can offer opportunities and create career pathways because it is a successful company. Likewise, for Singapore, our economy must be competitive too. Companies have to be able to prosper, investments must still want to come to Singapore. We must have growth in order to look after our people well. So, we have to be hard-headed in order to be good-hearted.",but to succeed nationally  we need two strategic factors which will help everyone to achieve their potential  one  you must have economic growth to create opportunities for our workers to rise  keppel can offer opportunities and create career pathways because it is a successful company  likewise  for singapore  our economy must be competitive too  companies have to be able to prosper  investments must still want to come to singapore  we must have growth in order to look after our people well  so  we have to be hard headed in order to be good hearted,"{'neg': 0.013, 'neu': 0.645, 'pos': 0.342, 'compound': 0.9908}",0.9908,Positive
2014_eng.txt,68,"Secondly, and just as importantly, we need a cultural change because fundamentally, this is about our values, about how we value people, and Singapore must always be a place where everyone can feel proud of what they do, where you are respected for your contributions and your character and anyone can improve his life if he works hard and everyone can hope for a better future.",secondly  and just as importantly  we need a cultural change because fundamentally  this is about our values  about how we value people  and singapore must always be a place where everyone can feel proud of what they do  where you are respected for your contributions and your character and anyone can improve his life if he works hard and everyone can hope for a better future,"{'neg': 0.018, 'neu': 0.695, 'pos': 0.287, 'compound': 0.9633}",0.9633,Positive
2014_eng.txt,69,"There is one more Keppelite who personifies this story and he is Roy Lim. He left school after Secondary Two. He started out working as an apprentice in Far East Levingston Shipyard which later on became Keppel FELS, and he started working 37 years ago. With support from Keppel, he completed NTC 3 and then NTC 2 and today, he is one of two shipyard managers of Keppel FELS and the two of them together manage Keppel’s two biggest shipyards in Tuas and have 12,000 people under their charge. And Roy said, “I can never imagine someone like me with no education can rise to be a shipyard manager.” Here is my interview with him.",there is one more keppelite who personifies this story and he is roy lim  he left school after secondary two  he started out working as an apprentice in far east levingston shipyard which later on became keppel fels  and he started working years ago  with support from keppel  he completed ntc and then ntc and today  he is one of two shipyard managers of keppel fels and the two of them together manage keppel s two biggest shipyards in tuas and have 000 people under their charge  and roy said   i can never imagine someone like me with no education can rise to be a shipyard manager   here is my interview with him,"{'neg': 0.038, 'neu': 0.939, 'pos': 0.024, 'compound': -0.1556}",-0.1556,Negative
2014_eng.txt,70,"PM: “You have been with the company all over, right, many departments and also overseas?”",pm   you have been with the company all over  right  many departments and also overseas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2014_eng.txt,71,"Mr Lim: “Oh yes, yes.”",mr lim   oh yes  yes,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.6597}",0.6597,Positive
2014_eng.txt,72,PM: “You were in China?”,pm   you were in china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2014_eng.txt,73,"Mr Lim: “I was in China, I was in Vietnam, I was in India, I was in Holland, I was in
Finland. Finland is the one that is terrible.”",mr lim   i was in china  i was in vietnam  i was in india  i was in holland  i was in finland  finland is the one that is terrible,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
2014_eng.txt,74,PM: “Why?”,pm   why,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2014_eng.txt,75,Mr Lim: “Because I am alone.”,mr lim   because i am alone,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
2014_eng.txt,76,PM: “Oh.”,pm   oh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2014_eng.txt,77,"Mr Lim: “Alright, and I have got to deal with the Russians and the Finns. I was there as a warranty engineer for the multi-purpose vessel, so I need to engage interpreters to communicate with them and I realise that there’s one day when I was alone in the evening, actually, I wanted to go for my dinner, so I popped into a restaurant. I popped into a restaurant and the guy chased me out. You know what he said? ‘You are Vietnamese. You are not allowed to come in’. I looked at the guy, I was stunned for a while, then I gave a thought. I take out, ‘I’m a Singaporean.’ I take out my passport and they allowed me to go in.”",mr lim   alright  and i have got to deal with the russians and the finns  i was there as a warranty engineer for the multi purpose vessel  so i need to engage interpreters to communicate with them and i realise that there s one day when i was alone in the evening  actually  i wanted to go for my dinner  so i popped into a restaurant  i popped into a restaurant and the guy chased me out  you know what he said   you are vietnamese  you are not allowed to come in   i looked at the guy  i was stunned for a while  then i gave a thought  i take out   i m a singaporean   i take out my passport and they allowed me to go in,"{'neg': 0.031, 'neu': 0.926, 'pos': 0.043, 'compound': 0.3102}",0.3102,Positive
2014_eng.txt,78,"PM: “Oh. So, a powerful passport.”",pm   oh  so  a powerful passport,"{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.5598}",0.5598,Positive
2014_eng.txt,79,"Mr Lim: “A powerful passport, seriously.”",mr lim   a powerful passport  seriously,"{'neg': 0.227, 'neu': 0.4, 'pos': 0.373, 'compound': 0.2732}",0.2732,Positive
2014_eng.txt,80,"PM: “So, you didn’t think of giving up?”",pm   so  you didn t think of giving up,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.34,Positive
2014_eng.txt,81,"Mr Lim: “Never gave up. Later, I think about it already, then I want to give up. I have this problem, I try to solve, I can’t solve, okay and actually, I called my wife. I said, ‘I want to give up.’ I said it’s very tough for me, it’s all on my own, there’s no support from Singapore. If you are in Singapore, you are very comfortable because if you have any problems, you just ‘beep, beep, beep’, everybody will come to attend to it.”",mr lim   never gave up  later  i think about it already  then i want to give up  i have this problem  i try to solve  i can t solve  okay and actually  i called my wife  i said   i want to give up   i said it s very tough for me  it s all on my own  there s no support from singapore  if you are in singapore  you are very comfortable because if you have any problems  you just  beep  beep  beep   everybody will come to attend to it,"{'neg': 0.109, 'neu': 0.732, 'pos': 0.16, 'compound': 0.3767}",0.3767,Positive
2014_eng.txt,82,"PM: “Yes, indeed.”",pm   yes  indeed,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,Positive
2014_eng.txt,83,"Mr Lim: “So I called my wife and said, ‘I want to give up.’ Then my wife told me, ‘Don’t give up. Finish the job. Even though you want to quit, finish the job and come back with your head high. So that at least you fulfil your obligation.’ But my wife told me one thing, ‘Don’t worry about family. Let me take care of the kids. You concentrate on your work.’ That will actually ease me a lot of things. So, I continued to finish the job.”",mr lim   so i called my wife and said   i want to give up   then my wife told me   don t give up  finish the job  even though you want to quit  finish the job and come back with your head high  so that at least you fulfil your obligation   but my wife told me one thing   don t worry about family  let me take care of the kids  you concentrate on your work   that will actually ease me a lot of things  so  i continued to finish the job,"{'neg': 0.042, 'neu': 0.852, 'pos': 0.106, 'compound': 0.6124}",0.6124,Positive
2014_eng.txt,84,"Thank you, Roy, for being a role model and thank you, Mrs Lim, for standing by your husband through difficult times. There are many other Roy Lims and Mrs Lims in Singapore. They may not have degrees, but they are working hard and trying to improve themselves. So long as you work hard, you can always hope for a brighter future here in Singapore.",thank you  roy  for being a role model and thank you  mrs lim  for standing by your husband through difficult times  there are many other roy lims and mrs lims in singapore  they may not have degrees  but they are working hard and trying to improve themselves  so long as you work hard  you can always hope for a brighter future here in singapore,"{'neg': 0.067, 'neu': 0.734, 'pos': 0.199, 'compound': 0.8922}",0.8922,Positive
2014_eng.txt,85,ASSURANCE IN RETIREMENT,assurance in retirement,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,Positive
2014_eng.txt,86,"Besides creating hope for the future, we must also give assurance to those in need, especially our seniors. By and large, seniors in Singapore are doing well. Many have savings and investments. Some are happily working, others are getting good support from their children and we have good schemes to provide assurance in retirement and the CPF (Central Provident Fund) scheme and home ownership are the twin pillars of our retirement adequacy.",besides creating hope for the future  we must also give assurance to those in need  especially our seniors  by and large  seniors in singapore are doing well  many have savings and investments  some are happily working  others are getting good support from their children and we have good schemes to provide assurance in retirement and the cpf  central provident fund  scheme and home ownership are the twin pillars of our retirement adequacy,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.9686}",0.9686,Positive
2014_eng.txt,87,"Home ownership is critical. The Government has worked hard to help Singaporeans own their homes. Therefore, Singapore is not just a place to live, but a home. But just as importantly, this home, your home, is a valuable nest egg when you retire. Singaporeans may not fully appreciate this, but many have significant savings in their flats. So, if you look at a typical retiree household living in a three-room flat, he has got $300,000 worth of savings in his flat. A four-room retiree household typically has $400,000 worth of savings in his flat. It is a valuable little pot of gold to draw on if they need to. That is home ownership.",home ownership is critical  the government has worked hard to help singaporeans own their homes  therefore  singapore is not just a place to live  but a home  but just as importantly  this home  your home  is a valuable nest egg when you retire  singaporeans may not fully appreciate this  but many have significant savings in their flats  so  if you look at a typical retiree household living in a three room flat  he has got  000 worth of savings in his flat  a four room retiree household typically has  000 worth of savings in his flat  it is a valuable little pot of gold to draw on if they need to  that is home ownership,"{'neg': 0.049, 'neu': 0.79, 'pos': 0.161, 'compound': 0.9317}",0.9317,Positive
2014_eng.txt,88,"The CPF has also served us well and there are three good things about the CPF. Firstly, it has personal responsibility because with the CPF scheme, the more you work, the longer you work, the more you save and the more you will have in retirement. Secondly, the CPF scheme is fair. Your savings are for your own retirement, not for someone else’s. Thirdly, with CPF Life, this is for life because CPF Life will pay you a stream of income as long as you live.",the cpf has also served us well and there are three good things about the cpf  firstly  it has personal responsibility because with the cpf scheme  the more you work  the longer you work  the more you save and the more you will have in retirement  secondly  the cpf scheme is fair  your savings are for your own retirement  not for someone else s  thirdly  with cpf life  this is for life because cpf life will pay you a stream of income as long as you live,"{'neg': 0.015, 'neu': 0.868, 'pos': 0.117, 'compound': 0.8548}",0.8548,Positive
2014_eng.txt,89,"The CPF has been in the news recently because this year, we adjusted the minimum sum, increased it to $155,000 for those who are turning 55 this year and there were some reactions and some people say they want all of their CPF money back. Like the Chinese lady who spoke to Teo Ser Luck just now, whom I told you about just now. She wanted it back for herself, but not for her husband. But she is not the only one. Hri Kumar held a dialogue on CPF and he had one participant saying ‘Give me back my CPF. I want to spend it all.’ So Hri Kumar, who is a very mild man, says “Then who will take care of you if your money runs out?” So the participant said, “God will help me.” But another participant put his hand up and said, “What he means is that the Government will help him”.",the cpf has been in the news recently because this year  we adjusted the minimum sum  increased it to  000 for those who are turning this year and there were some reactions and some people say they want all of their cpf money back  like the chinese lady who spoke to teo ser luck just now  whom i told you about just now  she wanted it back for herself  but not for her husband  but she is not the only one  hri kumar held a dialogue on cpf and he had one participant saying  give me back my cpf  i want to spend it all   so hri kumar  who is a very mild man  says  then who will take care of you if your money runs out   so the participant said   god will help me   but another participant put his hand up and said   what he means is that the government will help him,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.9728}",0.9728,Positive
2014_eng.txt,90,"But other people have a more balanced view. Sim Ann held a dialogue. She had a volunteer who put his hand up and pointed out how your CPF savings come about and why that was the wrong perspective and let me take you through Sim Ann’s volunteer’s argument. This is the CPF logo. You have all seen it, but if you look carefully, you will see that it has got three keys inside it and the three keys represent the three parties who have come together in order to make the CPF system and provide this social security for you.",but other people have a more balanced view  sim ann held a dialogue  she had a volunteer who put his hand up and pointed out how your cpf savings come about and why that was the wrong perspective and let me take you through sim ann s volunteer s argument  this is the cpf logo  you have all seen it  but if you look carefully  you will see that it has got three keys inside it and the three keys represent the three parties who have come together in order to make the cpf system and provide this social security for you,"{'neg': 0.067, 'neu': 0.819, 'pos': 0.114, 'compound': 0.6486}",0.6486,Positive
2014_eng.txt,91,"Who are the three parties? One is yourself because when you work, you earn salary. From the salary, you pay your employee’s CPF. The second key is your employer, because the employer pays into the CPF, into your CPF, the employer’s CPF contribution over and above your wages because the Government required them by law to do it. So the third key is ‘zheng hu’ - the Government. The Government made this system, the Government set the rules. The Government also tops up directly into the CPF of many Singaporeans. How do we do that? We give you housing grants when you buy a HDB flat. Many people will get a housing grant. We give you Medisave top-ups. When you get your GST voucher, there is a Medisave top-up in there. When the finances are good and the Minister for Finance has a good Budget, you may get the Medisave top-up. You get Workfare because if you are a low-income worker, in your Workfare, a big contribution goes automatically into your CPF every month to help you save for your retirement. So together, the three of these – you, your employer, your Government – have set up the CPF for a common purpose and that common purpose is to set up a nest egg for you for your retirement.",who are the three parties  one is yourself because when you work  you earn salary  from the salary  you pay your employee s cpf  the second key is your employer  because the employer pays into the cpf  into your cpf  the employer s cpf contribution over and above your wages because the government required them by law to do it  so the third key is  zheng hu    the government  the government made this system  the government set the rules  the government also tops up directly into the cpf of many singaporeans  how do we do that  we give you housing grants when you buy a hdb flat  many people will get a housing grant  we give you medisave top ups  when you get your gst voucher  there is a medisave top up in there  when the finances are good and the minister for finance has a good budget  you may get the medisave top up  you get workfare because if you are a low income worker  in your workfare  a big contribution goes automatically into your cpf every month to help you save for your retirement  so together  the three of these   you  your employer  your government   have set up the cpf for a common purpose and that common purpose is to set up a nest egg for you for your retirement,"{'neg': 0.015, 'neu': 0.865, 'pos': 0.12, 'compound': 0.9682}",0.9682,Positive
2014_eng.txt,92,What is this nest egg for? It is not for you to take out the whole lump sum at once. It is for you to be able to draw out a steady stream of income from the CPF in old age. It is to give you old age security.,what is this nest egg for  it is not for you to take out the whole lump sum at once  it is for you to be able to draw out a steady stream of income from the cpf in old age  it is to give you old age security,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.34}",0.34,Positive
2014_eng.txt,93,Minimum Sum,minimum sum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2014_eng.txt,94,"So the question is, how much money do we need to keep in the CPF to get this income stream?’. And the answer is the Minimum Sum, the MS, and for the group which is turning 55 this year, the MS is $155,000. Seems like a big sum. It is far from excessive and let me show you, through an example, why I do not think that it is excessive.",so the question is  how much money do we need to keep in the cpf to get this income stream    and the answer is the minimum sum  the ms  and for the group which is turning this year  the ms is  000  seems like a big sum  it is far from excessive and let me show you  through an example  why i do not think that it is excessive,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.3612}",0.3612,Positive
2014_eng.txt,95,"Last year, I was your real estate agent. This year, the real estate market is no good, I have upgraded myself, I have become a financial planner. Okay, as a financial planner, I was sitting in my office. Mr and Mrs Tan came to consult me. They are reaching 55, they have to make decisions on their CPF and their retirement plans, so they came to ask me to talk through their options. Let me show you.",last year  i was your real estate agent  this year  the real estate market is no good  i have upgraded myself  i have become a financial planner  okay  as a financial planner  i was sitting in my office  mr and mrs tan came to consult me  they are reaching  they have to make decisions on their cpf and their retirement plans  so they came to ask me to talk through their options  let me show you,"{'neg': 0.029, 'neu': 0.882, 'pos': 0.088, 'compound': 0.5267}",0.5267,Positive
2014_eng.txt,96,"Here is Mr Tan. He is 54-plus years old. He is a senior technician and he earns $4,500 per month. His wife, Mrs Tan, is a housewife, about the same age. I did not ask the wife’s age, but about the same. They have two kids. The son has finished NS (National Service), going to university now. Daughter still in school. So the household income is not bad, $4,500 per month, and they are living in a four-room flat in Ang Mo Kio. You can see the flat there, I think they are on the fifth floor, fully paid-up, $450,000 worth of a flat. So this is the Tan family now.",here is mr tan  he is plus years old  he is a senior technician and he earns  500 per month  his wife  mrs tan  is a housewife  about the same age  i did not ask the wife s age  but about the same  they have two kids  the son has finished ns  national service   going to university now  daughter still in school  so the household income is not bad   500 per month  and they are living in a four room flat in ang mo kio  you can see the flat there  i think they are on the fifth floor  fully paid up   000 worth of a flat  so this is the tan family now,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.729}",0.729,Positive
2014_eng.txt,97,"Now, I said to Mr Tan, “Think about it. In ten years’ time, your children will have grown up, finished studying, working, perhaps married. You will still be working, you could be on the point of retiring, but your expenses will be less in retirement, so you will not need the same income as now”. So I asked Mr Tan, “How much do you think you will need in retirement every month? What will we need?” So he thought about it.",now  i said to mr tan   think about it  in ten years  time  your children will have grown up  finished studying  working  perhaps married  you will still be working  you could be on the point of retiring  but your expenses will be less in retirement  so you will not need the same income as now   so i asked mr tan   how much do you think you will need in retirement every month  what will we need   so he thought about it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2014_eng.txt,98,"While he thinks about it, let me ask you what you think he needs. What do you think? $3,000 per month? That is about two-thirds what he is getting now. $2,000 per month? Half, less than half what he is getting now or $1,000 per month, which is less than a quarter of the current income.",while he thinks about it  let me ask you what you think he needs  what do you think   000 per month  that is about two thirds what he is getting now   000 per month  half  less than half what he is getting now or  000 per month  which is less than a quarter of the current income,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2014_eng.txt,99,"Let us have a show of hands, we decide for the Tans. Who says he needs $3,000 per month? Upstairs, nobody puts hands up. Okay, who says he needs $2,000 a month, enough? Oh, this is more. Okay, who says $1,000 enough? Old people do not spend much money. Nobody. Okay, so I take it that you think he needs about $2,000 a month, right? Which was what Mr Tan said too, after thinking it over. Now, just as well.",let us have a show of hands  we decide for the tans  who says he needs  000 per month  upstairs  nobody puts hands up  okay  who says he needs  000 a month  enough  oh  this is more  okay  who says  000 enough  old people do not spend much money  nobody  okay  so i take it that you think he needs about  000 a month  right  which was what mr tan said too  after thinking it over  now  just as well,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.7003}",0.7003,Positive
2014_eng.txt,100,"So let me ask you this, which is what Mr Tan asked me. To get $2,000 a month from the age of 65 for the rest of his life, how much money do you think he must put into the CPF now and lock up so that 65 years old, he can start drawing $2,000 a month? So Mr Tan did not know the answer, but I had a calculator. CPF has these things and they did the sums. So I looked up the answer and the answer is he needs $250,000 now when he is 55 years old in order to get what he wants if it is all to come from the CPF, $2,000 a month, and I do not have to tell you, but this is more than the MS, which is only $155,000.",so let me ask you this  which is what mr tan asked me  to get  000 a month from the age of for the rest of his life  how much money do you think he must put into the cpf now and lock up so that years old  he can start drawing  000 a month  so mr tan did not know the answer  but i had a calculator  cpf has these things and they did the sums  so i looked up the answer and the answer is he needs  000 now when he is years old in order to get what he wants if it is all to come from the cpf   000 a month  and i do not have to tell you  but this is more than the ms  which is only  000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2014_eng.txt,101,"So I told Mr Tan this. He looked a bit disappointed. He says, “I don’t have $155,000.” So I said, “Well, you own a house, right?” He said yes. So I said the CPF lets you count your house in the MS, so the house can make up half the MS and then you only need to put in $77,500 of cash in the CPF. If you want, you can take the rest out and then you will have made up your full MS – half property, half cash. So he brightened up. He said, “Ah. $75,000, no problem. I can take some money out now, go on holiday with my wife.”",so i told mr tan this  he looked a bit disappointed  he says   i don t have  000   so i said   well  you own a house  right   he said yes  so i said the cpf lets you count your house in the ms  so the house can make up half the ms and then you only need to put in  500 of cash in the cpf  if you want  you can take the rest out and then you will have made up your full ms   half property  half cash  so he brightened up  he said   ah   000  no problem  i can take some money out now  go on holiday with my wife,"{'neg': 0.069, 'neu': 0.824, 'pos': 0.107, 'compound': 0.5356}",0.5356,Positive
